PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;BARRIO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO;
3489;Parroquia San Diego;;;;Bus: 24.  Cercanías Renfe: Asamblea de Madrid-Entrevías (línea C2).;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1f880713fb71c010VgnVCM1000000b205a0aRCRD;SAN DIEGO;AVENIDA;V;61;;;;;MADRID;MADRID;28053;SAN DIEGO;PUENTE DE VALLECAS;443278;4470925;40.386.981.073.427.400;-36.682.909.706.246.400;918 422 141;;sandiego@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3495;Parroquia San Eduardo;;;;Metro: Tetuán (línea 1).  Bus: 11, 124, 66.  Bicimad: Estación 206 (calle Marqués de Viana, 3).;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a1a80713fb71c010VgnVCM1000000b205a0aRCRD;GENERAL MARGALLO;CALLE;V;6;;;;;MADRID;MADRID;28020;CASTILLEJOS;TETUAN;440878;4479153;40.460.944.935.751.100;-3.697.330.636.365.740;915 702 700;;;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3497;Parroquia San Eloy;;;;Metro: Avenida de la Ilustración (línea 7).  Bus:  133, 64, 83, 49, 127, 67.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=34b80713fb71c010VgnVCM1000000b205a0aRCRD;DOCTOR BARRAQUER;PLAZA;V;1;;;;;MADRID;MADRID;28035;PEÑA GRANDE;FUENCARRAL-EL PARDO;438939;4481353;4.048.062.309.020.120;-37.204.107.760.659.800;917 389 740;;saneloy@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3498;Parroquia San Emilio;;;;Metro: La Elipa (línea 2).  Bus: 110, 15, 210, 28.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c6c80713fb71c010VgnVCM1000000b205a0aRCRD;JOSE NORIEGA;TRAVESIA;V;4;;;;;MADRID;MADRID;28017;VENTAS;CIUDAD LINEAL;444408;4475256;4.042.608.240.516.170;-365.535.670.717.386;914 048 459;;parrosanemilio@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3506;Parroquia San Estanislao de Kostka;;;;Metro: Sáinz de Baranda (líneas 6 y 9).  Bus: 143, 156, 30, 56, 15, 2, 215.  Bicimad: Estación 72 (calle Doctor Esquerdo, 99).;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=59d80713fb71c010VgnVCM1000000b205a0aRCRD;DOCTOR ESQUERDO;CALLE;V;97;;;;;MADRID;MADRID;28007;ESTRELLA;RETIRO;443228;4474160;4.041.612.936.981.600;-36.691.686.259.545.100;915 734 603;;parrosek@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3510;Parroquia San Eulogio;;;;Metro: Congosto (línea 1).  Bus: 103, 142, 54.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ebe80713fb71c010VgnVCM1000000b205a0aRCRD;"PE&amp;Ntilde;A DE VARGAS";CALLE;V;10;;;;;MADRID;MADRID;28031;CASCO H.VALLECAS;VILLA DE VALLECAS;447347;4469715;4.037.448.499.960.280;-36.215.202.409.730.400;913 322 843;;saneulogio@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3512;Parroquia San Federico;;;;Metro: Valdezarza (línea 7).  Bus: 126, 127, 132.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7ef80713fb71c010VgnVCM1000000b205a0aRCRD;ALCALDE MARTIN DE ALZAGA;CALLE;V;21;;;;;MADRID;MADRID;28039;VALDEZARZA;MONCLOA-ARAVACA;439282;4479414;4.046.318.103.099.810;-37.161.786.892.624.400;914 593 093;;psanfederico@gmail.com;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3514;Parroquia San Felipe Neri;;;;Metro: Puente de Vallecas (línea 1).  Bus: 141, 113, 8.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=01190713fb71c010VgnVCM1000000b205a0aRCRD;VALDERRIBAS;CAMINO;V;39;;;;;MADRID;MADRID;28038;NUMANCIA;PUENTE DE VALLECAS;443606;4472430;4.040.057.026.440.820;-36.645.601.311.078.700;914 306 362;;;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3516;Parroquia San Félix;;;;Bus: 76, 131.  Cercanías Renfe: Puente Alcocer (línea C5).;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=93290713fb71c010VgnVCM1000000b205a0aRCRD;PUEBLA DE SANABRIA;CALLE;V;18;;;;;MADRID;MADRID;28021;SAN ANDRES;VILLAVERDE;439837;4466923;4.035.069.645.402.920;-37.084.637.703.746.300;917 984 882;;parroquiasanfelix@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3517;Parroquia San Fermín;;;;Metro: San Fermín-Orcasur (línea 3).    Bus: 123, 23, 78, 18, 22, 59, 79, 85, 86.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b8490713fb71c010VgnVCM1000000b205a0aRCRD;SAN FERMIN;AVENIDA;V;10;;;;y 12;MADRID;MADRID;28041;SAN FERMIN;USERA;441188;4469184;403.711.623.444.796;-3.692.742.821.990.010;912 192 047;;sanfermin@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3374;Parroquia San Fermín de los Navarros;;;;Metro: Rubén Darío (Línea 5).  Bus: 147, 40, 7.  Bicimad: Estación 198 (glorieta Rubén Darío, 2).;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=26390713fb71c010VgnVCM1000000b205a0aRCRD;EDUARDO DATO;PASEO;V;10;;;;;MADRID;MADRID;28010;ALMAGRO;CHAMBERI;441257;4476021;40.432.757.364.795.800;-3.692.571.049.214.640;913 197 148;;samuelazcona@gmail.com;/contenido/entidadesYorganismos/MonumentosEdificiosArtisticos; 
3518;Parroquia San Fernando;;;;Metro: Cuzco (línea 10) .  Bus: 150, 11, 40.  Bicimad: Estación 158 (avenida de Alberto Alcocer, 22).;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4b590713fb71c010VgnVCM1000000b205a0aRCRD;ALBERTO ALCOCER;AVENIDA;V;9;;;;;MADRID;MADRID;28036;NUEVA ESPAÑA;CHAMARTIN;441724;4479019;4.045.979.756.951.080;-36.873.406.402.588.500;913 500 841;;sanfer@sanfer.org;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3522;Parroquia San Francisco de Asís;;;;Metro: Portazgo (línea 1).  Bus: 10, 103, 24, 57, 111, 310, 136, 54, 58.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=dd690713fb71c010VgnVCM1000000b205a0aRCRD;CORPUS BARGA;PLAZA;V;4;;;;;MADRID;MADRID;28053;PALOMERAS BAJAS;PUENTE DE VALLECAS;443825;4471603;4.039.313.538.493.900;-366.190.070.259.511;914 770 396 / 914 780 280;;parroquiasanfranciscodeasis@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3523;Parroquia San Francisco de Borja;;;;Metro: Ruben Daría (línea 5) y Nuñez de Balboa (líneas 5 y 9).  Bus: 19, 51, 9, 61, 16, 14, 150, 27, 45, 5.  Bicimad: Estación 142 (paseo de la Castellana, 42).  Aparcamiento: Serrano I (62) calle Serrano entre Hermanos Becquer y Marqués de Villamejor.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=60890713fb71c010VgnVCM1000000b205a0aRCRD;SERRANO;CALLE;V;104;;;;;MADRID;MADRID;28006;CASTELLANA;SALAMANCA;441782;4476194;4.043.435.274.448.170;-36.863.976.493.829.200;915 760 607;;sanfranciscodeborja@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3525;Parroquia San Francisco de Paula;;;;Bus: 11, 24, 102.  Cercanías Renfe: Asamblea de Madrid - Entrevías (líneas C2).;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f2990713fb71c010VgnVCM1000000b205a0aRCRD;RUIDERA;CALLE;V;9;;;;;MADRID;MADRID;28053;ENTREVIAS;PUENTE DE VALLECAS;442792;4470257;4.038.093.911.938.950;-36.739.566.933.670.800;915 071 971;;sanfranciscodepaula@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3526;Parroquia San Francisco de Sales;;;;Metro: Estrecho (línea 1).  Bus: 126, 128, 64, 124, 3, 66.  Bicimad: Estación 205 (calle Navarra, 1).;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=85a90713fb71c010VgnVCM1000000b205a0aRCRD;FRANCOS RODRIGUEZ;CALLE;V;5;;;;;MADRID;MADRID;28039;BELLAS VISTAS;TETUAN;440311;4478510;4.045.511.199.387.370;-3.703.957.333.971.560;914 593 695;;parroco@salesianosestrecho.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3524;Parroquia San Francisco Javier y San Luis Gonzaga;;;;Metro: Ventilla (línea 9), Plaza de Castilla (líneas, 1, 9 y 10).  Bus: 177.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=18b90713fb71c010VgnVCM1000000b205a0aRCRD;MARTIRES DE LA VENTILLA;CALLE;V;34;;;;;MADRID;MADRID;28029;ALMENARA;TETUAN;441369;4480256;404.709.160.111.128;-3.691.641.723.695.140;917 336 796;;sfxslgparroquia@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3529;Parroquia San Fulgencio y San Bernardo;;;;Metro: Marqués de Vadillo (línea 5).  Bus: 50, 25.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=aac90713fb71c010VgnVCM1000000b205a0aRCRD;SAN ILLAN;PASEO;V;9;;;;;MADRID;MADRID;28019;SAN ISIDRO;CARABANCHEL;438542;4472612;4.040.185.144.721.780;-37.242.487.320.428.600;915 690 055;;psfysb@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3530;Parroquia San Gabriel Arcángel;;;;Metro: Valdezarza (línea 7).  Bus: 64, 137, 82.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3dd90713fb71c010VgnVCM1000000b205a0aRCRD;ISLA DE OZA;CALLE;V;49;;;;;MADRID;MADRID;28035;VALDEZARZA;MONCLOA-ARAVACA;438801;4479759;4.046.438.085.899.140;-372.315.064.401.853;913 161 300;;sgabrielarcangel@gmail.com;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3531;Parroquia San Gabriel de la Dolorosa;;;;Metro: Pinar de Chamartín (líneas 1, 4, ML1).;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cfe90713fb71c010VgnVCM1000000b205a0aRCRD;ARTE;CALLE;V;4;;;;;MADRID;MADRID;28033;COSTILLARES;CIUDAD LINEAL;443074;4481535;4.048.255.640.295.350;-3.671.644.797.011.840;913 020 607;;sangabrieldeladolorosa@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3533;Parroquia San Gerardo María Mayela;;;;Metro: Empalme (línea 5).  Bus: H.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2652ef4d7f71c010VgnVCM1000000b205a0aRCRD;MAQUEDA;CALLE;V;45;;;;;MADRID;MADRID;28024;ALUCHE;LATINA;435200;4471564;40.392.157.285.737.500;-37.635.224.769.486.800;917 182 497;;parroquiasangerardomayela@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3534;Parroquia San Germán;;;;"Metro: Cuzco (línea 10).  Bus: 149, 5, 126, 3.  Bicimad: Estaciones 154 (calle Orense, 36), 238 (calle San Germán 5).  Aparcamientos: Brasil (18) avenida de Brasil entre General Yag&amp;uuml;e y Pedro Texeira; General Yag&amp;uuml;e (28) avenida de Brasil 15.";;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b862ef4d7f71c010VgnVCM1000000b205a0aRCRD;SAN GERMAN;CALLE;V;26;;;;;MADRID;MADRID;28020;CASTILLEJOS;TETUAN;441073;4478663;4.045.654.466.048.960;-3.694.985.327.082.360;915 554 656;;sangerman@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3352;Parroquia San Ginés;;;;Metro: Opera (líneas 2, 5 y Ramal), Sol (líneas 1, 2 y 3).   Cercanías Renfe: Sol (líneas C3, C4 y Regional).   Bicimad: Estaciones 25b y b (plaza de Celenque, 1), 31 (calle Mayor, 20).  Apacamiento: Descalzas (20) plaza Descalzas y plaza San Martín.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=520a0713fb71c010VgnVCM1000000b205a0aRCRD;ARENAL;CALLE;V;13;;;;;MADRID;MADRID;28013;SOL;CENTRO;440017;4474313;4.041.728.242.858.590;-3.707.028.284.837.050;913 664 875;;parroquiadesangines@archimadrid.es;/contenido/entidadesYorganismos/MonumentosEdificiosArtisticos; 
59899;Parroquia San Gregorio Magno;;;;Metro: Valdebernardo (línea 9).  Bus: 130, 71, 8.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=76a58ed67151c010VgnVCM2000000c205a0aRCRD;INDALECIO PRIETO;BULEVAR;V;13;;;;;MADRID;MADRID;28032;CASCO H.VICALVARO;VICALVARO;447346;4472538;40.401.788.093.270.200;-3.620.498.564.205.400;917 512 960;;sangregoriomagno@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3539;Parroquia San Hermenegildo y Santa María de la Cabeza;;;;Bus: 36, 50, 62, 41.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4b72ef4d7f71c010VgnVCM1000000b205a0aRCRD;FOSFORO;CALLE;V;4;;;;;MADRID;MADRID;28005;IMPERIAL;ARGANZUELA;438909;4473626;40.411.013.028.585.900;-3.720.021.499.596.330;913 662 971;;sanhermenegildo@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
189083;Parroquia San Hilario de Poitiers;;;;Metro: Aluche (línea 5).    Bus: 138, 139, 155, 17, 131, H.   Cercanías Renfe: Aluche (línea C5).;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=62d48aa6bd91f010VgnVCM1000000b205a0aRCRD;LUIS CHAMIZO;CALLE;V;7;;;;;MADRID;MADRID;28044;LAS AGUILAS;LATINA;434997;4470943;4.038.654.718.095.010;-37.658.625.807.637.500;917 569 680;;sanhilario@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3541;Parroquia San Ignacio de Loyola;;;;Metro: Ventilla (línea 9).  Bus: 49.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=dd82ef4d7f71c010VgnVCM1000000b205a0aRCRD;PINOS ALTA;CALLE;V;79;;;;;MADRID;MADRID;28029;VALDEACEDERAS;TETUAN;440749;4480000;40.468.565.866.733.700;-36.989.311.423.195.100;913 153 302;;;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3542;Parroquia San Ildefonso y Santos Justo y Pastor;;;;Metro: Tribunal (líneas 1 y 10).  Bus: 002.  Bicimad: Estación 55 (plaza de San Ildenfonso).  Aparcamiento: Aparcamiento Escuelas de San Antón (91) Santa Brígida.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=60a2ef4d7f71c010VgnVCM1000000b205a0aRCRD;COLON;CALLE;V;16;;;;;MADRID;MADRID;28004;UNIVERSIDAD;CENTRO;440473;4475040;4.042.386.432.820.310;-37.017.217.786.628.300;915 220 860;;sanildefonsomadrid@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3548;Parroquia San Ireneo;;;;Metro: Barrio de la Concepción (línea 7).    Bus: 21.    Bicimad: Estación 230 (calle Carlota O'Neill, 32).;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f2b2ef4d7f71c010VgnVCM1000000b205a0aRCRD;CARLOTA O'NEILL;CALLE;V;26;;;;bis;MADRID;MADRID;28027;SAN PASCUAL;CIUDAD LINEAL;444925;4477135;40.443.043.847.037.700;-36.494.251.662.051.900;913 677 727;;parroquia.sanireneo@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3549;Parroquia San Isidoro y San Pedro Claver;;;;Metro: Pinar del Rey (línea 8).  Bus: 72, 9.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=85c2ef4d7f71c010VgnVCM1000000b205a0aRCRD;VILLA DE PONS;CALLE;V;;;;;14;MADRID;MADRID;28033;PINAR DEL REY;HORTALEZA;444589;4480143;404.701.240.884.308;-36.536.465.797.614.900;913 831 443;;pinardelrey@archimarid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3550;Parroquia San Isidro;;;;Bus: 121, 131, 139, 35, 34.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=18d2ef4d7f71c010VgnVCM1000000b205a0aRCRD;PARQUE EUGENIA DE MONTIJO;CALLE;V;54;;;;B;MADRID;MADRID;28047;VISTA ALEGRE;CARABANCHEL;436323;4470248;4.037.851.572.353.140;-37.514.232.625.433.600;914 621 304;;psisidro@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3552;Parroquia San Jaime;;;;Metro: Villaverde Bajo Cruce (línea 3).  Bus: 123, 85.  Cercanías Renfe: Villaverde Bajo (líneas C3, C4 y Regional).;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=aae2ef4d7f71c010VgnVCM1000000b205a0aRCRD;JUAN JOSE MARTINEZ SECO;CALLE;V;54;;;;;MADRID;MADRID;28021;LOS ROSALES;VILLAVERDE;441563;4466998;4.035.148.579.491.900;-3.688.147.368.960.390;917 979 535;;parroquiasanjaimemadrid@gmail.com;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3553;Parroquia San Jenaro;;;;Metro: Ascao (línea 7)  Bus: 105, 38, 4, 48, 70.;;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3df2ef4d7f71c010VgnVCM1000000b205a0aRCRD;VITAL AZA;CALLE;V;81;;;;A;MADRID;MADRID;28017;PUEBLO NUEVO;CIUDAD LINEAL;445904;4476113;40.433.901.372.590.700;-36.377.948.138.217.800;913 672 238;;par.sanjenaro@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3554;Parroquia San Jerónimo el Real (Los Jerónimos);;;;Bus: 19, 001, 10, 14, 27, 34, 37, 45, C03.  Bicimad: Estaciones 68 (calle Espalter, 1) y 65 (calle Antonio Maura, 15).;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cf03ef4d7f71c010VgnVCM1000000b205a0aRCRD;MORETO;CALLE;V;4;;;;;MADRID;MADRID;28014;LOS JERONIMOS;RETIRO;441414;4473977;4.041.435.509.318.010;-3.690.531.846.398.850;914 203 078;;sanjeronimoelreal@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3559;Parroquia San Joaquín;;;;Metro: San Blas (línea 7), Simancas (línea 7).  Bus: 165, 167, 38, 48.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5223ef4d7f71c010VgnVCM1000000b205a0aRCRD;AMPOSTA;CALLE;V;24;;;;;MADRID;MADRID;28037;AMPOSTA;SAN BLAS-CANILLEJAS;447286;4475181;40.425.594.096.303.500;-36.214.245.911.710.200;913 130 145;;sanjoaquin@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3560;Parroquia San Jorge;;;;Metro: Cuzco (línea 10).  Bus: 150.  Bicimad: Estación 253 (calle Doctor Fleming, 7).;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e433ef4d7f71c010VgnVCM1000000b205a0aRCRD;PADRE DAMIAN;CALLE;V;22;;;;;MADRID;MADRID;28036;HISPANOAMERICA;CHAMARTIN;441882;4478793;40.455.891.271.634.600;-3.686.734.728.579.390;914 582 531;;parroquiasanjorgemartir@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3370;Parroquia San José;;;;Metro: Banco de España (línea 2).  Bus: 001, 1, 2, 74, 002, 146, 3, 46, 150, 5, 51, 52, 53, 9, 15, 20.  Bicimad: Estación 20a (calle Alcalá 49).  Aparcamiento: Plaza del Rey (54), plaza del Rey y calle Barquillo con vuelta a calle Infantas.;Descripción monumental: Convento de Carmelitas Descalzas trazado por Pedro de Ribera entre los años 1730 y 1742.;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e41a0713fb71c010VgnVCM1000000b205a0aRCRD;ALCALA;CALLE;V;43;;;;;MADRID;MADRID;28014;JUSTICIA;CENTRO;441006;4474710;4.041.904.792.380.410;-36.966.856.794.698.700;915 226 784;;sanjose@archimadrid.es;/contenido/entidadesYorganismos/MonumentosEdificiosArtisticos; 
3561;Parroquia San José de Calasanz;;;;Bus: 103, 111, 144.  Cercanías Renfe: Asamblea de Madrid - Entrevías (línea C2).;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7743ef4d7f71c010VgnVCM1000000b205a0aRCRD;IMAGEN;CALLE;V;12;;;;;MADRID;MADRID;28018;SAN DIEGO;PUENTE DE VALLECAS;443391;4470648;40.384.493.380.359.100;-3.666.935.091.842.640;914 778 315;;sanpedroregalado@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
4914933;Parroquia San José María Escrivá de Balaguer;;;;Bus: 162, 161.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a0b7a1bd396e9110VgnVCM2000000c205a0aRCRD;GANIMEDES;CALLE;V;19;;;;;MADRID;MADRID;28023;VALDEMARIN;MONCLOA-ARAVACA;433366;4479781;4.046.603.358.226.540;-37.860.032.500.253.600;913 575 565;;info@sanjosemariaparroquia.org;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3562;Parroquia San José Obrero;;;;Metro: Abrantes (línea 11).  Bus: 118, 247.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0a53ef4d7f71c010VgnVCM1000000b205a0aRCRD;JULIO ANTONIO;CALLE;V;3;BAJA;;;;MADRID;MADRID;28025;PUERTA BONITA;CARABANCHEL;438012;4470507;40.382.840.349.062.900;-37.302.890.287.830.900;914 657 274;;sjobrero@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3564;Parroquia San Juan Bautista;;;;Metro: Avenida de la Paz (línea 4).  Bus: 53, 120, 72, 73, 9.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9c63ef4d7f71c010VgnVCM1000000b205a0aRCRD;"FAUSTINA PE&amp;Ntilde;ALVER";CALLE;V;1;;;;;MADRID;MADRID;28043;SAN JUAN BAUTISTA;CIUDAD LINEAL;444106;4478222;4.045.278.137.219.360;-3.659.189.384.942.850;914 135 171;;parroquiasanjuanbautista@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
107401;Parroquia San Juan Bautista de la Concepción;;;;Bus: 25, 31.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=66235f463b81c010VgnVCM1000000b205a0aRCRD;CAMARENA;CALLE;V;57;;;;;MADRID;MADRID;28047;ALUCHE;LATINA;435902;4471876;40.395.022.148.365.700;-37.552.948.542.232.000;917 195 134;;sjbautistaconcepcion@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3565;Parroquia San Juan Bosco;;;;Metro: Alto de Extremadura (línea 6).  Bus: 31, 33, 36, 39, 65.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2f73ef4d7f71c010VgnVCM1000000b205a0aRCRD;DOCTOR LARRA Y CEREZO;CALLE;V;;;;;S/N;MADRID;MADRID;28011;PUERTA DEL ANGEL;LATINA;437630;4473540;40.410.214.063.056.300;-3.734.974.657.853.860;914 634 189;;parjuanbosco@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
