PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;BARRIO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO;
11028306;Iglesia Evangélica Emaús;Templo evangélico;;;Bus: 77, 167;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1de643cf28c6d610VgnVCM1000001d4a900aRCRD;AGUAVIVA;CALLE;V;6;;;;;MADRID;MADRID;28022;REJAS;SAN BLAS-CANILLEJAS;451951;4477716;404.487.149.362.724;-35.666.134.456.579.700;;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
7063733;Iglesia Evangélica Encuentro con Dios;Templo evangélico;;;Metro: Vinateros (línea 9)  Bus: 30, 32, 71, 113;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f0fe7b05a8350410VgnVCM2000000c205a0aRCRD;JOSE DEL PRADO Y PALACIO;CALLE;V;1;;;;Local 4;MADRID;MADRID;28030;MEDIA LEGUA;MORATALAZ;444519;4473465;4.040.995.541.329.680;-3.653.903.803.273.290;;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
11028319;Iglesia Evangélica Evangelizando las Naciones;Templo evangélico;;;Metro: Villaverde Bajo Cruce (línea 3)  Bus: 22, 59, 79, 85, 116, 18, 86;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=11a903ce1ec6d610VgnVCM1000001d4a900aRCRD;GIGANTES Y CABEZUDOS;PASEO;V;48;BAJO;1,2;;;MADRID;MADRID;28041;LOS ANGELES;VILLAVERDE;441079;4467423;4.035.529.078.999.770;-36.938.688.031.840.100;;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
11028330;Iglesia Evangélica Fe, Esperanza y Amor;Templo evangélico;;;Metro: García Noblejas (línea 7)  Bus: 28;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=49da03ce1ec6d610VgnVCM1000001d4a900aRCRD;PATRIARCA SAN JOSE;CALLE;V;9;SUBSÓTANO;;;;MADRID;MADRID;28037;SIMANCAS;SAN BLAS-CANILLEJAS;446717;4475735;4.043.055.108.462.230;-3.628.173.673.450.930;;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
11028343;Iglesia Evangélica Filadelfia del Centro;Templo evangélico;;;Metro: La Latina (línea 5)  Bus: 17, 18, 23, 35, 60  Aparcamiento: Mercado de la Cebada (501), Plaza de la Cebada sin número;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=60dc03ce1ec6d610VgnVCM1000001d4a900aRCRD;RODRIGO DE GUEVARA;CALLE;V;2;;;;;MADRID;MADRID;28005;EMBAJADORES;CENTRO;439849;4473429;4.040.931.307.515.130;-37.089.216.905.673.000;;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
11028400;Iglesia Evangélica Filadelfia Orcasur;Templo evangélico;;;Cercanías: Orcasitas (C4)  Bus: 116, 78, 76;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=345103ce1ec6d610VgnVCM1000001d4a900aRCRD;"ALBU&amp;Ntilde;UELAS";CALLE;V;4;;;;;MADRID;MADRID;28041;ORCASUR;USERA;440539;4468625;40.366.085.156.865.100;-3.700.342.852.740.240;;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
11028338;Iglesia Evangélica Filadelfia (El Rayo);Templo evangélico;;;Metro: Alto del Arenal (línea 1)  Bus: 10, 136;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=975b03ce1ec6d610VgnVCM1000001d4a900aRCRD;RIO ARAUCA;CALLE;V;8;;;;;MADRID;MADRID;28018;PORTAZGO;PUENTE DE VALLECAS;444761;4470992;40.387.701.083.626.400;-3.650.824.699.019.210;;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
7065792;Iglesia Evangélica Fuente de la Vida, Asambleas de Dios;Templo evangélico;;;Metro: Portazgo (línea 1)  Bus: 10, 24, 57, 111, 310;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e9e95ac33d160410VgnVCM2000000c205a0aRCRD;SIERRA CARBONERA;CALLE;V;31;;;;;MADRID;MADRID;28053;PALOMERAS BAJAS;PUENTE DE VALLECAS;443649;4471505;4.039.224.017.330.220;-3.663.983.360.780.890;;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
11431454;Iglesia evangélica Fundación Federico Fliedner;Templo evangélico;;;Metro: Cuatro Caminos (líneas 1, 2, 6)  Bus: 37, 149, 3, 45;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b1d4b5d56867a710VgnVCM1000001d4a900aRCRD;BRAVO MURILLO;CALLE;V;85;;;;;MADRID;MADRID;28003;VALLEHERMOSO;CHAMBERI;440280;4477381;4.044.493.824.188.450;-370.421.024.880.097;;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
11431571;Iglesia Evangélica Jesús es el Señor Torre Fuerte;Templo evangélico;;;Metro: Vista Alegre (línea 5);;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f5418000baa7a710VgnVCM1000001d4a900aRCRD;BLANDON;CALLE;V;6;;;;;MADRID;MADRID;28025;VISTA ALEGRE;CARABANCHEL;437272;4471254;4.038.952.280.235.470;-3.739.074.970.950.560;;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
11028407;Iglesia Evangélica Las Águilas;Templo evangélico;;;Metro: Aluche (línea 5)  Bus: 138, 17  Cercanías: Aluche (C5);;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=34b203ce1ec6d610VgnVCM1000001d4a900aRCRD;FUERTE DE NAVIDAD;CALLE;V;19;;;;;MADRID;MADRID;28044;LAS AGUILAS;LATINA;434906;4470254;40.380.332.955.379.900;-37.668.506.940.875.500;;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
11028410;Iglesia Evangélica Manantial de Vida Center;Templo evangélico;;;Bus: 6, 60, 81, 78;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fef303ce1ec6d610VgnVCM1000001d4a900aRCRD;CERRO DE LOS ANGELES;AVENIDA;V;10;1;B;;;MADRID;MADRID;28026;ZOFIO;USERA;439475;4470174;40.379.960.391.322.900;-37.130.159.457.712.000;;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
11028415;Iglesia Evangélica Ministerio Pasión por Cristo;Templo evangélico;;;Metro: San Francisco (línea 11)  Bus: 108, 118, 121, 131, 47;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bd0703ce1ec6d610VgnVCM1000001d4a900aRCRD;REUS;CALLE;V;8;;;;;MADRID;MADRID;28044;BUENAVISTA;CARABANCHEL;436673;4469269;4.037.160.136.859.310;-37.459.391.632.325.400;;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
7063835;Iglesia evangélica Ministerio Reconciliación y Restauración Yo Soy;Templo evangélico;;;Metro: Vista Alegre (línea 5)  Bus: 55;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bd9c1ea949750410VgnVCM2000000c205a0aRCRD;TUCAN;CALLE;V;1;;;;;MADRID;MADRID;28025;VISTA ALEGRE;CARABANCHEL;437379;4471334;4.039.025.255.838.030;-37.378.161.137.088.900;;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
7063724;Iglesia Evangélica Nueva Vida;Templo evangélico;;;Metro: Ciudad Lineal (línea 5)  Bus: 105, 38, 4, 48, 70;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4996e44317350410VgnVCM2000000c205a0aRCRD;ARGOS;CALLE;V;13;;;;o calle Caunedo, 16;MADRID;MADRID;28037;SIMANCAS;SAN BLAS-CANILLEJAS;446148;4476431;40.436.772.923.362.900;-3.634.945.071.142.650;;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
7064948;Iglesia Evangélica Pentecostal Amistad Cristiana;Templo evangélico;;;Metro: Canal (línea 2, 7), Quevedo (2)  Bus: 2, 12;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=64f10ac0dfc50410VgnVCM2000000c205a0aRCRD;VALLEHERMOSO;CALLE;V;70;;;;;MADRID;MADRID;28015;ARAPILES;CHAMBERI;439929;4476531;40.437.256.742.788.900;-3.708.286.842.692.640;;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
18304;Iglesia Evangélica Pentecostal Bethel;Templo evangélico;;;Metro: Marqués de Vadillo (línea 5)  Bus: 23, 116;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a2cf6f065851c010VgnVCM2000000c205a0aRCRD;FERNANDO DIAZ DE MENDOZA;CALLE;NUM;3;;;;;MADRID;MADRID;28019;COMILLAS;CARABANCHEL;439488;4471762;4.039.425.444.284.570;-37.130.323.684.423.100;;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
11028417;Iglesia Evangélica Pentecostal Misión 1909;Templo evangélico;;;Metro: Urgel (línea 5)  Bus: 118, 119, 34, 35;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=26e703ce1ec6d610VgnVCM1000001d4a900aRCRD;VIRGEN DE BELEN;CALLE;V;42;BAJO;;;;MADRID;MADRID;28019;OPAÑEL;CARABANCHEL;438781;4471349;40.390.490.853.232.600;-3.721.308.792.690.410;;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
7063715;Iglesia Evangélica Pentecostal Salem;;;;Bus: 155;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6fb1e44317350410VgnVCM2000000c205a0aRCRD;CIDRO;CALLE;V;8;;;;;MADRID;MADRID;28044;BUENAVISTA;CARABANCHEL;436652;4468857;4.036.788.312.377.920;-37.461.462.154.794.500;;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
7065603;Iglesia Evangélica Pueblo Nuevo;Templo evangélico;;;Metro: Vicálvaro (línea 9)  Bus: 4, 100, 106, E3;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d6adfe5dfad50410VgnVCM2000000c205a0aRCRD;VILLACARLOS;CALLE;V;14;;;;;MADRID;MADRID;28032;CASCO H.VICALVARO;VICALVARO;448561;4472995;40.405.980.938.654.000;-36.062.299.408.865.400;;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
11028554;Iglesia Evangélica Servidores de Vida;Templo evangélico;;;Metro: Vista Alegre (línea 5)  Bus: 35;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9069fadc26d6d610VgnVCM1000001d4a900aRCRD;CASTROJERIZ;CALLE;V;8;;;;;MADRID;MADRID;28025;VISTA ALEGRE;CARABANCHEL;437276;4471003;40.387.266.618.692.300;-3.738.996.818.463.830;;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
7065052;Iglesia Evangelio Cuadrangular Vida Nueva Usera;Templo evangélico;;;Metro: Usera (línea 6)  Bus: 247, 47, 6, 78, 23, 18, 22, 59, 76, 79, 85, 86;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=db313ddd32d50410VgnVCM2000000c205a0aRCRD;MONEDEROS;CALLE;V;22;;;;;MADRID;MADRID;28026;MOSCARDO;USERA;440451;4471016;40.387.603.572.276.100;-37.016.044.995.191.400;;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
11028542;Iglesia Gloria de Dios;Templo evangélico;;;Metro: Campamento (línea 5)  Bus: 131;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1367af9c53d6d610VgnVCM1000001d4a900aRCRD;MAQUEDA;CALLE;V;30;;;;LOCAL 60;MADRID;MADRID;28024;ALUCHE;LATINA;435057;4471713;4.039.349.551.141.010;-37.652.131.230.219.600;;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
7065841;Iglesia Internacional Alianza de Amor;Templo evangélico;;;Bus: 116;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3f915ac33d160410VgnVCM2000000c205a0aRCRD;ANTONIO GONZALEZ PORRAS;CALLE;V;25;;;;;MADRID;MADRID;28019;OPAÑEL;CARABANCHEL;439074;4471366;4.039.066.598.347.710;-37.178.606.509.833.800;;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
11028547;Iglesia Jesús es el Maestro;Templo evangélico;;;Metro: Lucero (línea 6)  Bus: 138, 31;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bfe8fadc26d6d610VgnVCM1000001d4a900aRCRD;ALEJANDRINA MORAN;CALLE;V;24;;;;;MADRID;MADRID;28047;LUCERO;LATINA;436606;4472696;4.040.246.457.556.400;-37.470.680.018.458.100;;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
11431592;Iglesia Ministerio Belem;Templo evangélico;;;Metro: Vista Alegre (línea 5)  Bus: 55;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b7528000baa7a710VgnVCM1000001d4a900aRCRD;GAVIOTA;CALLE;V;55;1;;;;MADRID;MADRID;28025;VISTA ALEGRE;CARABANCHEL;437321;4471142;40.388.519.366.018.600;-37.384.836.194.997.300;;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
11431597;Iglesia Ministerio Denuedo;Templo evangélico;;;Metro: Abrantes (línea 11)  Bus: 247, 118;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5db28000baa7a710VgnVCM1000001d4a900aRCRD;MINEROS;CALLE;V;12;1;;;;MADRID;MADRID;28025;ABRANTES;CARABANCHEL;438153;4470510;4.038.288.913.614.370;-37.286.284.347.044.300;;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
11028550;Iglesia Punto de Encuentro;Templo evangélico;;;Bus: 79;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6129fadc26d6d610VgnVCM1000001d4a900aRCRD;RESINA;CALLE;V;13;1;Nave 11;;;MADRID;MADRID;28021;VILLAVERDE ALTO C.H.;VILLAVERDE;440712;4465270;4.033.587.371.620.530;-3.697.986.972.585.750;;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
7065918;Iglesia Templo de Dios;Templo evangélico;;;Metro: Urgel (línea 5)  Bus: 34, 35, 118, 119;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c70bf181df160410VgnVCM2000000c205a0aRCRD;"MARQUESA DE ARG&amp;Uuml;ESO";CALLE;V;22;;;;;MADRID;MADRID;28019;OPAÑEL;CARABANCHEL;438567;4471460;40.391.475.542.527.600;-37.238.429.956.192.000;;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
11431653;Ministerio Bautista Internacional Madrid;Templo evangélico;;;Metro: Ascao (línea 7)  Bus: 28;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e0f48000baa7a710VgnVCM1000001d4a900aRCRD;ASCAO;CALLE;V;62;;LOCAL;;;MADRID;MADRID;28017;PUEBLO NUEVO;CIUDAD LINEAL;445899;4475833;4.043.138.416.943.830;-3.637.828.569.222.940;;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
11431601;Ministerio Pastoral Misionero por amor  su Cruz;Templo evangélico;;;Metro: Tetuán (línea 1)  Bus: 11;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9e138000baa7a710VgnVCM1000001d4a900aRCRD;ALGODONALES;CALLE;V;40;BAJO EXTERIOR;;;;MADRID;MADRID;28039;BERRUGUETE;TETUAN;440440;4479191;4.046.125.519.480.650;-3.702.498.292.533.960;;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
11030093;Misión Evangélica Urbana;Templo evangélico;;;Metro: Antón Martín, Tirso de Molina (línea 1)  Bus: M1  Bicimad: Estación 43 (calle Lavapiés, 34);;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bb62be0e48e6d610VgnVCM2000001f4a900aRCRD;CALVARIO;CALLE;V;12;;;;;MADRID;MADRID;28012;EMBAJADORES;CENTRO;440415;4473663;4.041.145.685.017.250;-3.702.266.928.516.730;;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
11030099;Nuevas Fronteras Madrid;Templo evangélico;;;Metro: Valdezarza (línea 7)  Bus: 126;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=06a2be0e48e6d610VgnVCM2000001f4a900aRCRD;VALLE DE CACHEMIRA;CALLE;V;28;;;;;MADRID;MADRID;28039;VALDEZARZA;MONCLOA-ARAVACA;439515;4479747;40.466.201.838.360.900;-3.713.456.156.309.850;;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
3742;Primera Iglesia Evangélica Bautista de Madrid;Templo evangélico;;;Metro: Palos de la Frontera (línea 3)  Bus: 8, 47, 55, 102, 247  Renfe: Atocha;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ede51e79ee71c010VgnVCM1000000b205a0aRCRD;GENERAL LACY;CALLE;V;18;;;;;MADRID;MADRID;28045;PALOS DE MOGUER;ARGANZUELA;441371;4472783;40.403.586.898.197.800;-3.690.928.534.913.430;;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
11431636;Sociedad Bíblica;Templo evangélico;;;Metro: Palos de la Frontera (línea 3)  Bus: 102, 8;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=92148000baa7a710VgnVCM1000001d4a900aRCRD;GENERAL LACY;CALLE;V;7;;;;;MADRID;MADRID;28045;PALOS DE MOGUER;ARGANZUELA;441405;4472778;40.403.559.497.921.700;-36.905.269.925.378.800;;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
189403;Testigos Cristianos de Jehová. Avenida de Moratalaz;;;;Metro: Artilleros (línea 9)  Bus: 32;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3104784e0cc4f010VgnVCM2000000c205a0aRCRD;MORATALAZ;AVENIDA;V;143;;;;local 12;MADRID;MADRID;28030;MARROQUINA;MORATALAZ;445011;4473146;4.040.711.568.603.650;-36.480.628.737.257.100;;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
189353;Testigos Cristianos de Jehová. Calle Arroyo;;;;Metro: Ventilla (línea 9)  Bus: 49, 177;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a823784e0cc4f010VgnVCM2000000c205a0aRCRD;ARROYO;CALLE;V;23;BAJA;;;;MADRID;MADRID;28029;VALDEACEDERAS;TETUAN;440445;4480138;4.046.978.728.598.970;-37.025.298.582.429.600;;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
189354;Testigos Cristianos de Jehová. Calle Artistas;;;;Metro: Cuatro Caminos (líneas 1, 2, 6)  Bus: 149, C2, C1, 66, 124  Bicimad: Estación 123 (calle Raimundo Fernández Villaverde, 33);;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0e33784e0cc4f010VgnVCM2000000c205a0aRCRD;ARTISTAS;CALLE;V;22;BAJO;A;;;MADRID;MADRID;28020;CUATRO CAMINOS;TETUAN;440510;4477640;4.044.728.893.529.120;-37.015.290.370.510.400;;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
5713730;Testigos Cristianos de Jehová. Calle Carrascales;;;;Metro: Usera (línea 6)  Bus: 6;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=13c13b49d7619210VgnVCM2000000c205a0aRCRD;CARRASCALES;CALLE;V;12;BAJA;1 derecha;;;MADRID;MADRID;28026;PRADOLONGO;USERA;439885;4470346;4.038.152.721.787.890;-37.082.093.955.604.000;;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
189389;Testigos Cristianos de Jehová. Calle Chantada;;;;Metro: Peñagrande (línea 7)  Bus: Línea 42;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f493784e0cc4f010VgnVCM2000000c205a0aRCRD;CHANTADA;CALLE;V;41;;LOCAL 6;;y 43;MADRID;MADRID;28035;PEÑA GRANDE;FUENCARRAL-EL PARDO;439292;4480499;4.047.295.576.678.730;-37.161.763.610.140.800;;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
189398;Testigos Cristianos de Jehová. Calle Doctor Gómez Ulla;;;;Metro: Manuel Becerra (líneas 2, 6)  Bus: 106, 110, 146, 21, 210, 38, 53, 12, 43, 56, C2, E5;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=11c3784e0cc4f010VgnVCM2000000c205a0aRCRD;DOCTOR GÓMEZ ULLA;CALLE;V;16;BAJA;IZQUIERDA;;;MADRID;MADRID;28028;GUINDALERA;SALAMANCA;443381;4475697;404.299.768.268.144;-3.667.513.892.714.280;;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
189402;Testigos Cristianos de Jehová. Calle Guamo;;;;Metro: San Lorenzo (línea 4)  Bus: 72, T11;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=dbe3784e0cc4f010VgnVCM2000000c205a0aRCRD;GUAMO;CALLE;V;2;BAJA;LOCAL 1 BIS;;y 6;MADRID;MADRID;28033;PINAR DEL REY;HORTALEZA;446342;4480387;40.472.423.257.425.900;-36.329.921.848.042.200;;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
189356;Testigos Cristianos de Jehová. Calle Hilario Sangrador;;;;Bus: 31, 33, 36, 39, 65    Metro: Alto de Extremadura (línea 6);;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1673784e0cc4f010VgnVCM2000000c205a0aRCRD;HILARIO SANGRADOR;CALLE;V;8;BAJA;;;IZQUIERDA;MADRID;MADRID;28011;LUCERO;LATINA;437000;4473304;40.407.960.942.737.900;-37.424.991.074.388.700;;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
11432581;Testigos Cristianos de Jehová. Calle Ignacio Ellacuría;;;;Metro: El Carmen (línea 5)  Bus: 106, 110, 210;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=97cd71649908a710VgnVCM1000001d4a900aRCRD;IGNACIO ELLACURIA;CALLE;V;3;;7;;;MADRID;MADRID;28017;VENTAS;CIUDAD LINEAL;444280;4475590;4.042.908.868.520.630;-36.568.904.225.379.000;;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
189404;Testigos Cristianos de Jehová. Calle Jacobinia;;;;Bus: 121, 131, 139    Metro: Carabanchel Alto (línea 11);;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9614784e0cc4f010VgnVCM2000000c205a0aRCRD;JACOBINIA;CALLE;V;70;;;;;MADRID;MADRID;28047;VISTA ALEGRE;CARABANCHEL;436009;4469937;40.377.563.130.203.500;-37.538.276.002.522.400;;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
5713929;Testigos Cristianos de Jehová. Calle Las Pedroñeras;;;;Bus: 104, 171, T11;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2ae45159bd619210VgnVCM2000000c205a0aRCRD;"LAS PEDRO&amp;Ntilde;ERAS";CALLE;V;46;;LOCAL;;;MADRID;MADRID;28043;CANILLAS;HORTALEZA;446516;4479828;4.046.740.772.482.650;-3.630.892.617.916.540;;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
5713667;Testigos Cristianos de Jehová. Calle Luis Ruiz;;;;Metro: García Noblejas (línea 7)  Bus: 28;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c9a65068d6619210VgnVCM2000000c205a0aRCRD;LUIS RUIZ;CALLE;V;75;;PUERTA 19;;;MADRID;MADRID;28017;PUEBLO NUEVO;CIUDAD LINEAL;446046;4475461;404.280.279.977.347;-36.360.652.956.995.000;;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
